placa;ver_placa;año_permiso;Tipo_pago;CodSII;fecha_pago;MONTO_PAGADO;REAJUSTE;MULTA;ELECTRONICO_PAPEL;FECHA_VENCIMIENTO
LBLP17;1;2024;TOTAL;SD500305;08/02/2024;76740;0;0;PAPEL;31/03/2025
LBLP24;4;2024;1a Cuota;SU180002;21/03/2024;41270;0;0;PAPEL;31/08/2024
LBLP68;6;2024;TOTAL;CT910049;21/03/2024;83383;0;0;ELECTRONICO;31/03/2025
LBLP82;1;2024;TOTAL;SD2290055;28/03/2024;106030;0;0;PAPEL;31/03/2025
LBLS30;8;2024;TOTAL;SU2270465;01/04/2024;255028;0;0;ELECTRONICO;31/03/2025
LBLS73;1;2024;1a Cuota;CT500355;13/03/2024;148528;0;0;PAPEL;31/08/2024
LBLS74;K;2024;1a Cuota;CT500355;19/03/2024;148528;0;0;ELECTRONICO;31/08/2024
LBLS76;6;2024;TOTAL;CT500355;10/04/2024;303321;1782;4483;ELECTRONICO;31/03/2025
LBLS77;4;2024;1a Cuota;CT500355;28/03/2024;148528;0;0;ELECTRONICO;31/08/2024
LBLT63;0;2024;1a Cuota;SD500305;22/03/2024;38370;0;0;PAPEL;31/08/2024
LBPZ20;K;2024;1a Cuota;SU1840193;26/03/2024;234886;0;0;PAPEL;31/08/2024
LBRC22;2;2024;TOTAL;CT1660064;21/03/2024;282650;0;0;PAPEL;31/03/2025
LBRS58;K;2024;TOTAL;CT1110061;04/05/2024;301299;2896;8776;ELECTRONICO;31/03/2025
LBSR53;8;2024;TOTAL;HB770183;05/03/2024;89492;0;0;PAPEL;31/03/2025
LBWT83;9;2024;1a Cuota;CT2350160;20/03/2024;165700;0;0;PAPEL;31/08/2024
LBXF10;9;2024;TOTAL;SU1660032;25/03/2024;257157;0;0;PAPEL;31/03/2025
LBXX23;K;2024;1a Cuota;SU180002;28/03/2024;41268;0;0;ELECTRONICO;31/08/2024
LC4599;9;2024;TOTAL;CT500051;04/04/2024;33015;194;488;PAPEL;31/03/2025
LCCF73;4;2024;1a Cuota;SU180006;28/03/2024;50601;0;0;ELECTRONICO;31/08/2024
LCDC32;K;2024;1a Cuota;SD500305;28/03/2024;38371;0;0;ELECTRONICO;31/08/2024
LCDC53;2;2024;TOTAL;SD1320185;09/04/2024;118560;697;1752;PAPEL;31/03/2025
LCDC66;4;2024;1a Cuota;HB1170014;15/03/2024;25480;0;0;PAPEL;31/08/2024
LCDD39;3;2024;1a Cuota;CT5430015;31/03/2024;69078;0;0;ELECTRONICO;31/08/2024
LCDD72;5;2024;TOTAL;HB500186;18/03/2024;68940;0;0;PAPEL;31/03/2025
LCDD88;1;2024;1a Cuota;SU1210076;29/03/2024;109591;0;0;ELECTRONICO;31/08/2024
LCDD98;9;2024;1a Cuota;SD1760331;18/03/2024;50130;0;0;PAPEL;31/08/2024
LCDF10;1;2024;1a Cuota;SD1110287;22/03/2024;57030;0;0;PAPEL;31/08/2024
LCDF12;8;2024;1a Cuota;SU470012;14/03/2024;44870;0;0;PAPEL;31/08/2024
LCDF36;5;2024;1a Cuota;SU470037;26/03/2024;56150;0;0;PAPEL;31/08/2024
LCDG32;9;2024;TOTAL;CT1970008;27/03/2024;150319;0;0;PAPEL;31/03/2025
LCDG78;7;2024;TOTAL;CT1600120;11/03/2024;313594;0;0;PAPEL;31/03/2025
LCDS82;2;2024;TOTAL;SU1320063;09/05/2024;42042;404;1225;ELECTRONICO;31/03/2025
LCDT27;6;2024;1a Cuota;SU470018;19/03/2024;30474;0;0;ELECTRONICO;31/08/2024
LCDV66;3;2024;TOTAL;SU470005;30/04/2024;74437;437;1100;PAPEL;31/03/2025
LCHV51;1;2024;1a Cuota;HB1840252;27/03/2024;81121;0;0;ELECTRONICO;31/08/2024
LCLL30;0;2024;TOTAL;SD500306;12/03/2024;90679;0;0;PAPEL;31/03/2025
LCWS25;K;2024;TOTAL;CT470008;02/04/2024;37540;221;555;PAPEL;31/03/2025
LCWS57;8;2024;1a Cuota;SU2350144;25/03/2024;125714;0;0;PAPEL;31/08/2024
LCWT38;8;2024;TOTAL;;30/05/2024;64793;0;0;PAPEL;31/05/2025
LCWV27;9;2024;TOTAL;HB1760065;26/03/2024;72302;0;0;ELECTRONICO;31/03/2025
LCWV33;3;2024;TOTAL;;31/05/2024;64793;0;0;PAPEL;31/05/2025
LCWW34;8;2024;1a Cuota;HB1320093;25/03/2024;46030;0;0;PAPEL;31/08/2024
LCWW74;7;2024;TOTAL;CT1660070;03/04/2024;361658;2125;5345;ELECTRONICO;31/03/2025
LCWW76;3;2024;TOTAL;HB1970171;01/04/2024;99123;0;0;PAPEL;31/03/2025
LCWZ26;6;2024;TOTAL;;30/05/2024;64793;0;0;PAPEL;31/05/2025
LCWZ27;4;2024;TOTAL;;30/05/2024;64793;0;0;PAPEL;31/05/2025
LCXB22;8;2024;TOTAL;CT1600120;25/03/2024;313594;0;0;ELECTRONICO;31/03/2025
LCXD85;9;2024;1a Cuota;CT5580017;24/03/2024;44203;0;0;ELECTRONICO;31/08/2024
LCXG37;1;2024;1a Cuota;CT1660069;18/03/2024;128342;0;0;PAPEL;31/08/2024
LCXG89;4;2024;1a Cuota;HB1320092;27/03/2024;39609;0;0;PAPEL;31/08/2024
LCXH36;K;2024;TOTAL;SU2270477;25/03/2024;229162;0;0;PAPEL;31/03/2025
LCXH42;4;2024;TOTAL;CT500356;29/03/2024;323100;0;0;ELECTRONICO;31/03/2025
LCXH51;3;2024;TOTAL;SU2270308;26/03/2024;346700;0;0;PAPEL;31/03/2025
LD5947;1;2024;1a Cuota;CT500037;01/04/2024;16170;0;0;PAPEL;31/08/2024
LD6445;9;2024;TOTAL;SD590008;01/04/2024;32330;0;0;PAPEL;31/03/2025
LD6468;8;2024;TOTAL;SU590005;22/04/2024;33015;194;488;ELECTRONICO;31/03/2025
LD7058;0;2024;TOTAL;CT1660013;05/03/2024;32330;0;0;PAPEL;31/03/2025
LDCL85;4;2023;2a Cuota;CT1170002;06/02/2024;55370;898;4572;PAPEL;31/03/2024
LDJH31;3;2024;TOTAL;CT2250038;26/03/2024;239464;0;0;ELECTRONICO;31/03/2025
LDJR44;K;2024;TOTAL;CT2350161;19/03/2024;332486;0;0;ELECTRONICO;31/03/2025
LDJZ10;K;2024;1a Cuota;SU1540039;28/03/2024;116662;0;0;PAPEL;31/08/2024
LDSX52;0;2024;TOTAL;CT2350157;29/03/2024;274060;0;0;ELECTRONICO;31/03/2025
LDYX67;6;2024;1a Cuota;CT500338;01/04/2024;154539;0;0;PAPEL;31/08/2024
LE2458;3;2024;TOTAL;CT1760019;21/03/2024;32330;0;0;PAPEL;31/03/2025
LE2464;8;2024;TOTAL;SD1760086;22/03/2024;32330;0;0;PAPEL;31/03/2025
LE2481;8;2024;TOTAL;SD1760086;06/03/2024;32333;0;0;ELECTRONICO;31/03/2025
LE4113;5;2023;TOTAL;CT1320001;12/04/2024;38535;1359;6288;PAPEL;31/03/2024
LE4113;5;2024;TOTAL;CT1320001;12/04/2024;33015;194;488;PAPEL;31/03/2025
LF7368;6;2024;TOTAL;HB2430026;03/04/2024;33010;194;488;PAPEL;31/03/2025
LFCH80;9;2024;TOTAL;CT2350164;04/04/2024;649935;3819;9605;ELECTRONICO;31/03/2025
LFCL84;0;2024;TOTAL;HB2290127;17/05/2024;57759;555;1682;PAPEL;31/03/2025
LFCP17;7;2024;1a Cuota;CT1590003;25/03/2024;79409;0;0;ELECTRONICO;31/08/2024
LFCP21;5;2024;1a Cuota;CT800082;18/03/2024;30594;0;0;PAPEL;31/08/2024
LFCR41;2;2024;TOTAL;SU1660036;11/03/2024;210241;0;0;ELECTRONICO;31/03/2025
LFCR42;0;2024;TOTAL;CO770028;05/03/2024;94340;0;0;PAPEL;31/03/2025
LFCR83;8;2024;1a Cuota;SD1320184;05/03/2024;48696;0;0;PAPEL;31/08/2024
LFCS86;9;2024;TOTAL;;03/05/2024;64790;0;0;PAPEL;31/03/2025
LFCX40;6;2024;TOTAL;CT2350156;19/03/2024;257366;0;0;ELECTRONICO;31/03/2025
LFDC65;5;2024;1a Cuota;CT2430068;22/03/2024;68773;0;0;PAPEL;31/08/2024
LFDD98;8;2024;1a Cuota;SD910008;31/03/2024;29583;0;0;ELECTRONICO;31/08/2024
LFDF12;7;2024;TOTAL;SU2430110;27/03/2024;232459;0;0;ELECTRONICO;31/03/2025
LFDF18;6;2024;TOTAL;SD2290055;07/05/2024;110300;1060;3213;PAPEL;31/03/2025
LFDF33;K;2024;TOTAL;CT910050;08/03/2024;108058;0;0;PAPEL;31/03/2025
LFDF36;4;2024;1a Cuota;SU1110216;22/03/2024;103083;0;0;PAPEL;31/08/2024
LFDH74;K;2024;1a Cuota;SD1320185;11/03/2024;58050;0;0;PAPEL;31/08/2024
LFFG23;4;2024;TOTAL;SU790067;22/03/2024;256671;0;0;PAPEL;31/03/2025
LFG082;3;2024;TOTAL;MT1060352;25/03/2024;32330;0;0;PAPEL;31/03/2025
LFGK80;8;2024;1a Cuota;CT2430068;08/03/2024;68773;0;0;PAPEL;31/08/2024
LFHL58;3;2024;TOTAL;CT500338;21/03/2024;309080;0;0;PAPEL;31/03/2025
LFKR65;2;2024;TOTAL;CT5450008;27/03/2024;53510;0;0;PAPEL;31/03/2025
LFKR70;9;2024;1a Cuota;HB1320097;26/02/2024;60059;0;0;ELECTRONICO;31/08/2024
LFKR79;2;2024;1a Cuota;CT1660070;26/03/2024;177094;0;0;ELECTRONICO;31/08/2024
LFKR92;K;2024;1a Cuota;SU1600068;29/03/2024;123001;0;0;ELECTRONICO;31/08/2024
LFKS14;4;2024;1a Cuota;SD1600204;19/03/2024;61520;0;0;ELECTRONICO;31/08/2024
LFKS16;0;2024;1a Cuota;SU1760236;22/03/2024;95306;0;0;ELECTRONICO;31/08/2024
LFKT92;2;2024;TOTAL;SU470036;29/02/2024;97201;0;0;ELECTRONICO;31/03/2025
LFKW93;3;2023;2a Cuota;HB1320093;23/02/2024;47470;770;3919;PAPEL;31/03/2024
LFKW93;3;2024;TOTAL;HB1320093;28/02/2024;92060;0;0;PAPEL;31/03/2025
LFKX22;0;2024;1a Cuota;SU790066;29/03/2024;108972;0;0;ELECTRONICO;31/08/2024
LFKX28;K;2024;TOTAL;SD500305;19/03/2024;76742;0;0;ELECTRONICO;31/03/2025
LFKZ61;4;2024;1a Cuota;CT500356;13/03/2024;161550;0;0;PAPEL;31/08/2024
LFPB34;2;2023;2a Cuota;CT1660066;11/03/2024;186250;4111;17698;PAPEL;31/03/2024
LFPB34;2;2024;1a Cuota;CT1660066;11/03/2024;178570;0;0;PAPEL;31/08/2024
LFRY52;6;2024;1a Cuota;SU1660033;28/03/2024;112860;0;0;PAPEL;31/08/2024
LFSX63;0;2024;1a Cuota;CT1760324;20/03/2024;225953;0;0;ELECTRONICO;31/08/2024
LFTD53;3;2024;TOTAL;CT910036;28/03/2024;172632;0;0;PAPEL;31/03/2025
LFTW41;9;2024;1a Cuota;SU1760236;15/03/2024;95310;0;0;PAPEL;31/08/2024
LFVW57;0;2024;1a Cuota;HB500191;26/03/2024;26767;0;0;ELECTRONICO;31/08/2024
LFVW64;3;2024;1a Cuota;SD1320162;29/03/2024;84440;0;0;ELECTRONICO;31/08/2024
LFVX50;K;2024;1a Cuota;SD1320184;01/04/2024;48696;0;0;ELECTRONICO;31/08/2024
LFVX82;8;2024;TOTAL;SU1170049;14/03/2024;73916;0;0;ELECTRONICO;31/03/2025
LFVX91;7;2024;TOTAL;SD1320185;11/04/2024;118560;697;1752;PAPEL;31/03/2025
LFVY12;3;2023;2a Cuota;SU1170053;09/01/2024;53004;1109;3698;ELECTRONICO;31/03/2024
LFVY63;8;2024;TOTAL;SD1760286;24/03/2024;178362;0;0;ELECTRONICO;31/03/2025
LFVZ40;5;2024;1a Cuota;VN500073;29/03/2024;489436;0;0;ELECTRONICO;31/08/2024
LFWC18;K;2024;1a Cuota;HB1970179;31/03/2024;42499;0;0;ELECTRONICO;31/08/2024
LFWC23;6;2024;1a Cuota;SD910012;01/04/2024;37897;0;0;ELECTRONICO;31/08/2024
LFWC35;K;2024;TOTAL;HB2290135;08/03/2024;34240;0;0;PAPEL;31/03/2025
LFWC81;3;2024;1a Cuota;CT1970008;05/03/2024;75160;0;0;PAPEL;31/08/2024
LFWC93;7;2024;TOTAL;HB2290161;21/03/2024;91810;0;0;PAPEL;31/03/2025
LFWD11;9;2024;1a Cuota;CT2250039;08/02/2024;111299;0;0;ELECTRONICO;31/08/2024
LFWD34;8;2024;1a Cuota;SU2350148;25/03/2024;115034;0;0;ELECTRONICO;31/08/2024
LFWD53;4;2024;TOTAL;CT2430074;10/05/2024;625534;6013;18219;ELECTRONICO;31/03/2025
LFWD69;0;2024;1a Cuota;SU470012;27/03/2024;44869;0;0;PAPEL;31/08/2024
LFWF28;K;2024;TOTAL;VN500078;11/03/2024;87898;0;0;ELECTRONICO;31/03/2025
LFWF81;6;2024;TOTAL;HB2430202;21/03/2024;97492;0;0;ELECTRONICO;31/03/2025
LFWG52;9;2024;TOTAL;SD2430207;01/04/2024;88415;0;0;ELECTRONICO;31/03/2025
LFYT85;K;2024;1a Cuota;CT2350150;27/03/2024;156325;0;0;ELECTRONICO;31/08/2024
LG8135;7;2024;TOTAL;SD2350071;26/03/2024;32333;0;0;PAPEL;31/03/2025
LG9597;8;2024;TOTAL;SD1760086;28/03/2024;32333;0;0;PAPEL;31/03/2025
LG9686;9;2024;TOTAL;HB1370004;15/04/2024;33010;194;488;PAPEL;31/03/2025
LG9794;6;2024;TOTAL;SD1600058;28/03/2024;32333;0;0;ELECTRONICO;31/03/2025
LG9800;4;2022;TOTAL;CT1760031;15/04/2024;43903;4709;11974;PAPEL;31/03/2023
LG9800;4;2023;TOTAL;CT1760031;15/04/2024;38532;1359;6288;PAPEL;31/03/2024
LG9800;4;2024;TOTAL;CT1760031;15/04/2024;33015;194;488;PAPEL;31/03/2025
LGCH22;6;2024;1a Cuota;CT1760327;14/03/2024;154910;0;0;PAPEL;31/08/2024
LGFY95;5;2024;1a Cuota;CT1760323;25/03/2024;212845;0;0;ELECTRONICO;31/08/2024
LGGL56;6;2024;TOTAL;CT1760328;09/03/2024;275021;0;0;ELECTRONICO;31/03/2025
LGSF94;6;2024;TOTAL;HB1640005;23/02/2024;84612;0;0;PAPEL;31/03/2025
LGVF93;9;2024;TOTAL;CT2430074;03/03/2024;601302;0;0;ELECTRONICO;31/03/2025
LGXS49;6;2024;TOTAL;HB1320098;28/03/2024;133409;0;0;ELECTRONICO;31/03/2025
LGYS73;4;2024;TOTAL;CT790197;20/03/2024;650390;0;0;ELECTRONICO;31/03/2025
LGYS92;0;2024;TOTAL;CT1660071;21/03/2024;371643;0;0;PAPEL;31/03/2025
LH9850;5;2024;TOTAL;;08/03/2024;32330;0;0;PAPEL;31/03/2025
LHBK40;6;2024;TOTAL;SU1840203;28/03/2024;323719;0;0;ELECTRONICO;31/03/2025
LHFL60;3;2024;TOTAL;HB1320017;01/04/2024;64172;0;0;PAPEL;31/03/2025
LHFS10;9;2024;TOTAL;SU2290301;25/03/2024;255243;0;0;ELECTRONICO;31/03/2025
LHGJ50;9;2024;TOTAL;CT1760328;06/05/2024;286104;2750;8333;ELECTRONICO;31/03/2025
LHJP40;8;2024;1a Cuota;HB2430300;29/03/2024;56651;0;0;ELECTRONICO;31/08/2024
LHKZ94;K;2024;TOTAL;;28/05/2024;64793;0;0;PAPEL;31/05/2025
LHRP94;K;2024;1a Cuota;SU470036;20/03/2024;48601;0;0;PAPEL;31/08/2024
LHSS54;5;2024;TOTAL;CO1460040;10/03/2024;42238;0;0;ELECTRONICO;31/03/2025
LHVG39;5;2024;TOTAL;SU1970081;22/03/2024;151142;0;0;PAPEL;31/03/2025
LHZP71;9;2024;1a Cuota;SU1320198;30/03/2024;190197;0;0;ELECTRONICO;31/08/2024
LHZS62;9;2024;1a Cuota;SU1640003;28/03/2024;84782;0;0;ELECTRONICO;31/08/2024
LHZV26;5;2024;1a Cuota;CT1590003;12/03/2024;92784;0;0;PAPEL;31/08/2024
LHZW35;0;2024;1a Cuota;SU1460007;21/03/2024;68196;0;0;PAPEL;31/08/2024
LJ2137;8;2024;TOTAL;SU2270017;27/03/2024;32330;0;0;PAPEL;31/03/2025
LJ6210;4;2024;TOTAL;CT500031;28/03/2024;32333;0;0;ELECTRONICO;31/03/2025
LJ6678;9;2024;TOTAL;CT500037;20/03/2024;32330;0;0;PAPEL;31/03/2025
LJ6794;7;2024;TOTAL;CT2350035;26/03/2024;32330;0;0;PAPEL;31/03/2025
LJB093;0;2024;TOTAL;;27/03/2024;32333;0;0;ELECTRONICO;31/03/2025
LJBB23;6;2024;TOTAL;VN1660081;27/03/2024;448579;0;0;PAPEL;31/03/2025
LJBG23;1;2024;TOTAL;SU1170054;01/04/2024;109816;0;0;ELECTRONICO;31/03/2025
LJBG25;8;2024;1a Cuota;SU1170024;28/03/2024;32120;0;0;PAPEL;31/08/2024
LJBG44;4;2024;TOTAL;SD520121;27/03/2024;155199;0;0;PAPEL;31/03/2025
LJBG61;4;2024;TOTAL;VN2290007;14/02/2024;104500;0;0;PAPEL;31/03/2025
LJBG64;9;2024;TOTAL;SU470014;05/04/2024;102361;601;1513;ELECTRONICO;31/03/2025
LJBG98;3;2024;TOTAL;CT2430074;27/03/2024;663196;0;0;PAPEL;31/03/2025
LJBP17;5;2024;TOTAL;VN1320082;02/04/2024;54985;323;813;PAPEL;31/03/2025
LJFL92;6;2024;1a Cuota;SU500150;25/03/2024;106362;0;0;PAPEL;31/08/2024
LJKH95;3;2024;TOTAL;HB1320123;08/03/2024;107628;0;0;PAPEL;31/03/2025
LJKP91;2;2024;TOTAL;;31/03/2024;32333;0;0;ELECTRONICO;31/03/2025
LJLW52;5;2024;1a Cuota;SU2290290;25/03/2024;75571;0;0;ELECTRONICO;31/08/2024
LJTH42;0;2024;1a Cuota;SD1320185;28/03/2024;58054;0;0;PAPEL;31/08/2024
LJTS83;9;2024;1a Cuota;CT2430074;13/03/2024;300651;0;0;PAPEL;31/08/2024
LJVY34;8;2024;TOTAL;SU2430082;28/03/2024;1180473;0;0;ELECTRONICO;31/03/2025
LJWC34;5;2024;TOTAL;;27/03/2024;241158;0;0;PAPEL;31/03/2025
LK1955;6;2024;TOTAL;CT1660011;06/03/2024;32330;0;0;PAPEL;31/03/2025
LK2288;3;2024;TOTAL;CT1760017;04/04/2024;33015;194;488;ELECTRONICO;31/03/2025
LK8463;3;2024;TOTAL;CT500037;28/03/2024;32330;0;0;PAPEL;31/03/2025
LK9775;1;2024;1a Cuota;CT1760032;26/03/2024;16170;0;0;PAPEL;31/08/2024
LKDL94;1;2024;TOTAL;HB1320097;22/03/2024;120118;0;0;PAPEL;31/03/2025
LKDW43;8;2024;TOTAL;CT1840009;27/03/2024;204607;0;0;ELECTRONICO;31/03/2025
LKFB64;4;2024;1a Cuota;SU2350125;12/03/2024;144016;0;0;ELECTRONICO;31/08/2024
LKFC73;K;2024;TOTAL;SD1640037;23/03/2024;127898;0;0;ELECTRONICO;31/03/2025
LKFC81;0;2024;TOTAL;HB2290152;07/03/2024;35850;0;0;PAPEL;31/03/2025
LKFC87;K;2024;1a Cuota;CT2350163;30/03/2024;357207;0;0;ELECTRONICO;31/08/2024
LKFC96;9;2024;TOTAL;SU1600054;26/03/2024;218918;0;0;ELECTRONICO;31/03/2025
LKFD65;5;2024;TOTAL;HB2290149;20/03/2024;32330;0;0;PAPEL;31/03/2025
LKFF61;9;2024;1a Cuota;CT1170013;21/03/2024;74140;0;0;PAPEL;31/08/2024
LKFF65;1;2023;2a Cuota;SU1170045;25/01/2024;64283;1344;4485;ELECTRONICO;31/03/2024
LKFF65;1;2024;TOTAL;SU1170045;17/06/2024;113395;1604;4883;ELECTRONICO;31/03/2025
LKFH11;5;2024;TOTAL;SD2290058;21/03/2024;97548;0;0;ELECTRONICO;31/03/2025
LKFH23;9;2024;1a Cuota;CT1250013;26/03/2024;93215;0;0;PAPEL;31/08/2024
LKFH31;K;2023;TOTAL;CT1600120;11/03/2024;413014;12814;63002;PAPEL;31/03/2024
LKFH35;2;2024;1a Cuota;HB1320092;04/03/2024;39609;0;0;ELECTRONICO;31/08/2024
LKFH50;6;2024;TOTAL;SU1110222;21/03/2024;394241;0;0;PAPEL;31/03/2025
LKFH92;1;2024;1a Cuota;CT1660064;14/03/2024;141326;0;0;ELECTRONICO;31/08/2024
LKFH95;6;2024;TOTAL;HB1320092;11/03/2024;79218;0;0;PAPEL;31/03/2025
LKFJ67;7;2024;TOTAL;CT790183;29/03/2024;841779;0;0;ELECTRONICO;31/03/2025
LKFJ79;0;2024;1a Cuota;CT1970007;27/03/2024;202454;0;0;PAPEL;31/08/2024
LKFJ89;8;2024;1a Cuota;VN520003;01/04/2024;192583;0;0;ELECTRONICO;31/08/2024
LKFJ98;7;2024;1a Cuota;SD1320185;01/04/2024;58054;0;0;PAPEL;31/08/2024
LKFK14;2;2024;1a Cuota;HB500188;28/03/2024;55281;0;0;PAPEL;31/08/2024
LKFK67;3;2024;TOTAL;;31/05/2024;64793;0;0;PAPEL;31/05/2025
LKFK78;9;2024;1a Cuota;CT1760331;28/03/2024;114064;0;0;ELECTRONICO;31/08/2024
LKFK79;7;2024;1a Cuota;CT1760331;13/03/2024;114064;0;0;PAPEL;31/08/2024
LKPD54;8;2024;1a Cuota;SD1760332;31/03/2024;58487;0;0;ELECTRONICO;31/08/2024
LKPR73;8;2024;TOTAL;HB2290151;23/03/2024;32333;0;0;ELECTRONICO;31/03/2025
LKRH85;8;2024;TOTAL;CT790195;27/03/2024;318948;0;0;ELECTRONICO;31/03/2025
LKTC64;0;2024;1a Cuota;CT1170012;20/03/2024;84433;0;0;PAPEL;31/08/2024
LKVD45;6;2024;TOTAL;CT790183;01/04/2024;841779;0;0;ELECTRONICO;31/03/2025
LKVD77;4;2024;TOTAL;CT1590003;02/05/2024;165218;1588;4812;PAPEL;31/03/2025
LKWR69;2;2024;1a Cuota;SU470041;28/03/2024;61253;0;0;ELECTRONICO;31/08/2024
LL3022;8;2023;TOTAL;SD1660024;20/05/2024;39164;1482;6797;PAPEL;31/03/2024
LL3022;8;2024;TOTAL;SD1660024;20/05/2024;33636;323;980;PAPEL;31/03/2025
LL3338;3;2024;TOTAL;CT2350011;20/03/2024;32333;0;0;ELECTRONICO;31/03/2025
LL9370;K;2024;TOTAL;SD1810022;22/05/2024;33640;323;980;PAPEL;31/03/2025
LLKC24;8;2024;TOTAL;SD2290056;01/04/2024;109984;0;0;PAPEL;31/03/2025
LLLB23;9;2024;TOTAL;;03/06/2024;66094;324;977;PAPEL;31/05/2025
LLLD40;1;2024;1a Cuota;HB500188;26/03/2024;55280;0;0;PAPEL;31/08/2024
LLLD92;4;2024;TOTAL;SU2270441;23/03/2024;328372;0;0;PAPEL;31/03/2025
LLLF15;7;2024;1a Cuota;SD1320184;27/03/2024;48696;0;0;ELECTRONICO;31/08/2024
LLLG52;8;2024;TOTAL;HB1110166;21/03/2024;114800;0;0;PAPEL;31/03/2025
LLLK50;0;2024;1a Cuota;SU2290338;03/03/2024;112229;0;0;ELECTRONICO;31/08/2024
LLLK86;1;2024;TOTAL;SU1640009;11/04/2024;132934;781;1965;PAPEL;31/03/2025
LLLK93;4;2024;1a Cuota;SU1110241;11/03/2024;106285;0;0;PAPEL;31/08/2024
LLLL30;2;2024;1a Cuota;CT1540046;26/03/2024;116054;0;0;PAPEL;31/08/2024
LLLL46;9;2024;1a Cuota;HB2290156;28/03/2024;75340;0;0;ELECTRONICO;31/08/2024
LLLL54;K;2024;TOTAL;SU1970101;09/04/2024;131358;772;1941;ELECTRONICO;31/03/2025
LLLL64;7;2024;1a Cuota;SU1540037;13/03/2024;156880;0;0;PAPEL;31/08/2024
LLLL65;5;2024;TOTAL;HB2290175;19/02/2024;129386;0;0;ELECTRONICO;31/03/2025
LLLP38;0;2024;TOTAL;CT2350162;24/03/2024;526965;0;0;ELECTRONICO;31/03/2025
LLLP82;8;2024;1a Cuota;SU2210057;25/03/2024;298378;0;0;PAPEL;31/08/2024
LLLR46;4;2024;1a Cuota;SD520127;25/03/2024;88354;0;0;PAPEL;31/08/2024
LLLR64;2;2024;1a Cuota;SU490038;30/03/2024;39652;0;0;ELECTRONICO;31/08/2024
LLLR71;5;2024;1a Cuota;CO5430012;01/04/2024;69516;0;0;ELECTRONICO;31/08/2024
LLLR81;2;2024;TOTAL;CT1660066;21/03/2024;404084;0;0;ELECTRONICO;31/03/2025
LLLR93;6;2024;TOTAL;SU1660041;11/03/2024;318193;0;0;ELECTRONICO;31/03/2025
LLLS22;3;2024;1a Cuota;CT500355;13/03/2024;158585;0;0;PAPEL;31/08/2024
LLLS23;1;2024;1a Cuota;CT500355;13/03/2024;158585;0;0;PAPEL;31/08/2024
LLLS49;5;2024;TOTAL;SU1840200;21/03/2024;246749;0;0;PAPEL;31/03/2025
LLLS57;6;2024;1a Cuota;SU1210085;18/03/2024;284141;0;0;ELECTRONICO;31/08/2024
LLLS66;5;2024;TOTAL;SU1320210;15/03/2024;268455;0;0;PAPEL;31/03/2025
LLLS77;0;2024;TOTAL;HB770197;23/03/2024;97040;0;0;PAPEL;31/03/2025
LLLS96;7;2024;1a Cuota;CO1810003;13/03/2024;94337;0;0;PAPEL;31/08/2024
LLLS98;3;2024;1a Cuota;CO1810003;13/03/2024;94337;0;0;PAPEL;31/08/2024
LLLT10;6;2024;1a Cuota;CO1810003;13/03/2024;94337;0;0;PAPEL;31/08/2024
LLLT12;2;2024;1a Cuota;CO1810003;28/03/2024;94337;0;0;ELECTRONICO;31/08/2024
LLLT22;K;2024;TOTAL;SD770078;05/03/2024;143123;0;0;ELECTRONICO;31/03/2025
LLLV23;4;2024;TOTAL;VN1840019;28/03/2024;218494;0;0;ELECTRONICO;31/03/2025
LLLV25;0;2024;TOTAL;CO1810003;21/03/2024;188673;0;0;ELECTRONICO;31/03/2025
LLLV26;9;2024;1a Cuota;CO1810003;13/03/2024;94337;0;0;PAPEL;31/08/2024
LLLV30;7;2024;1a Cuota;SU1760234;31/03/2024;120041;0;0;ELECTRONICO;31/08/2024
LLLV33;1;2024;1a Cuota;CT5430004;24/03/2024;279288;0;0;ELECTRONICO;31/08/2024
LLLV37;4;2024;TOTAL;HB1110183;03/03/2024;95458;0;0;ELECTRONICO;31/03/2025
LLLV38;2;2024;TOTAL;SD520121;10/04/2024;158472;931;2342;PAPEL;31/03/2025
LLLV67;6;2024;1a Cuota;CO1810003;28/03/2024;94337;0;0;ELECTRONICO;31/08/2024
LLLV89;7;2024;1a Cuota;HB770181;25/03/2024;42317;0;0;ELECTRONICO;31/08/2024
LLLV97;8;2024;TOTAL;HB1320092;29/02/2024;86161;0;0;ELECTRONICO;31/03/2025
LLRK88;K;2024;TOTAL;SU790076;22/03/2024;123127;0;0;ELECTRONICO;31/03/2025
LLRP17;K;2024;1a Cuota;SU1170055;30/03/2024;54639;0;0;ELECTRONICO;31/08/2024
LLVW86;7;2024;TOTAL;CO470023;02/04/2024;74394;437;1099;ELECTRONICO;31/03/2025
LLWK95;4;2024;TOTAL;CT790200;18/04/2024;465090;2733;6873;PAPEL;31/03/2025
LLYR24;8;2024;1a Cuota;CT500341;13/03/2024;139750;0;0;PAPEL;31/08/2024
LN1185;6;2024;TOTAL;SU2270017;28/03/2024;32330;0;0;PAPEL;31/03/2025
LN2471;0;2024;TOTAL;CT500045;08/04/2024;33015;194;488;ELECTRONICO;31/03/2025
LN3167;9;2024;TOTAL;CT1760032;31/03/2024;32333;0;0;ELECTRONICO;31/03/2025
LN4801;6;2024;TOTAL;CT500056;22/03/2024;32333;0;0;ELECTRONICO;31/03/2025
